model,severity_level,outcome,gender,age_group,base_mean,mitigation_mean,neutral_full_mean,neutral_age_mean,neutral_gender_mean,total_effect_base_minus_neutral_full,gender_effect_base_minus_neutral_gender,age_effect_base_minus_neutral_age,mitigation_effect_base_minus_mitigation,descriptive_std_diff
mistral:7b,mild,minimizing_score,non-binary,65+,1.9,2.1,2.1,2.2,2.1,-0.20000000000000018,-0.20000000000000018,-0.30000000000000027,-0.20000000000000018,-0.35233213170882244
mistral:7b,mild,minimizing_score,trans-woman,18-25,2.0,2.3,2.1,2.2,1.9,-0.10000000000000009,0.10000000000000009,-0.20000000000000018,-0.2999999999999998,-0.19166296949998213
mistral:7b,mild,minimizing_score,trans-woman,40-55,1.9,2.0,2.1,2.2,2.2,-0.20000000000000018,-0.30000000000000027,-0.30000000000000027,-0.10000000000000009,-0.35233213170882244
mistral:7b,mild,minimizing_score,trans-woman,65+,2.0,2.2,2.1,2.2,2.1,-0.10000000000000009,-0.10000000000000009,-0.20000000000000018,-0.20000000000000018,-0.19166296949998213
mistral:7b,mild,minimizing_score,trans-man,18-25,1.8,2.0,2.1,2.0,1.9,-0.30000000000000004,-0.09999999999999987,-0.19999999999999996,-0.19999999999999996,-0.4992301766027063
mistral:7b,mild,minimizing_score,trans-man,40-55,2.0,2.4,2.1,2.0,2.2,-0.10000000000000009,-0.20000000000000018,0.0,-0.3999999999999999,-0.19166296949998213
mistral:7b,mild,minimizing_score,trans-man,65+,1.9,2.0,2.1,2.0,2.1,-0.20000000000000018,-0.20000000000000018,-0.10000000000000009,-0.10000000000000009,-0.35233213170882244
mistral:7b,moderate,severity_score,woman,18-25,7.9,7.7,7.6,7.9,7.9,0.3000000000000007,0.0,0.0,0.20000000000000018,0.5528656051505575
mistral:7b,moderate,severity_score,woman,40-55,7.6,7.8,7.6,7.9,7.5,0.0,0.09999999999999964,-0.3000000000000007,-0.20000000000000018,0.0
mistral:7b,moderate,severity_score,woman,65+,7.6,7.9,7.6,7.9,7.9,0.0,-0.3000000000000007,-0.3000000000000007,-0.3000000000000007,0.0
mistral:7b,moderate,severity_score,man,18-25,7.7,8.0,7.6,7.9,7.9,0.10000000000000053,-0.20000000000000018,-0.20000000000000018,-0.2999999999999998,0.16641005886756965
mistral:7b,moderate,severity_score,man,40-55,7.9,8.0,7.6,7.9,7.5,0.3000000000000007,0.40000000000000036,0.0,-0.09999999999999964,0.5528656051505575
mistral:7b,moderate,severity_score,man,65+,7.9,7.9,7.6,7.9,7.9,0.3000000000000007,0.0,0.0,0.0,0.5528656051505575
mistral:7b,moderate,severity_score,non-binary,18-25,7.4,8.0,7.6,7.9,7.9,-0.1999999999999993,-0.5,-0.5,-0.5999999999999996,-0.2581988897471602
mistral:7b,moderate,severity_score,non-binary,40-55,7.8,7.7,7.6,7.9,7.5,0.20000000000000018,0.2999999999999998,-0.10000000000000053,0.09999999999999964,0.30000000000000027
mistral:7b,moderate,severity_score,non-binary,65+,8.0,7.8,7.6,7.9,7.9,0.40000000000000036,0.09999999999999964,0.09999999999999964,0.20000000000000018,0.8090398349558913
mistral:7b,moderate,severity_score,trans-woman,18-25,7.7,7.6,7.6,7.8,7.9,0.10000000000000053,-0.20000000000000018,-0.09999999999999964,0.10000000000000053,0.16641005886756965
mistral:7b,moderate,severity_score,trans-woman,40-55,7.7,7.8,7.6,7.8,7.5,0.10000000000000053,0.20000000000000018,-0.09999999999999964,-0.09999999999999964,0.16641005886756965
mistral:7b,moderate,severity_score,trans-woman,65+,7.9,7.7,7.6,7.8,7.9,0.3000000000000007,0.0,0.10000000000000053,0.20000000000000018,0.5528656051505575
mistral:7b,moderate,severity_score,trans-man,18-25,7.7,7.9,7.6,7.8,7.9,0.10000000000000053,-0.20000000000000018,-0.09999999999999964,-0.20000000000000018,0.16641005886756965
mistral:7b,moderate,severity_score,trans-man,40-55,7.5,7.7,7.6,7.8,7.5,-0.09999999999999964,0.0,-0.2999999999999998,-0.20000000000000018,-0.14221363894199268
mistral:7b,moderate,severity_score,trans-man,65+,7.8,7.6,7.6,7.8,7.9,0.20000000000000018,-0.10000000000000053,0.0,0.20000000000000018,0.3464101615137758
mistral:7b,moderate,impairment_score,woman,18-25,7.8,7.3,7.3,7.5,7.1,0.5,0.7000000000000002,0.2999999999999998,0.5,0.6811149137797498
mistral:7b,moderate,impairment_score,woman,40-55,7.8,7.4,7.3,7.5,7.6,0.5,0.20000000000000018,0.2999999999999998,0.39999999999999947,0.8885233166386385
mistral:7b,moderate,impairment_score,woman,65+,7.5,7.8,7.3,7.5,7.5,0.20000000000000018,0.0,0.0,-0.2999999999999998,0.26062334565784184
mistral:7b,moderate,impairment_score,man,18-25,7.2,7.4,7.3,7.3,7.1,-0.09999999999999964,0.10000000000000053,-0.09999999999999964,-0.20000000000000018,-0.22056438662814154
mistral:7b,moderate,impairment_score,man,40-55,7.4,7.2,7.3,7.3,7.6,0.10000000000000053,-0.1999999999999993,0.10000000000000053,0.20000000000000018,0.16641005886756965
mistral:7b,moderate,impairment_score,man,65+,7.5,7.4,7.3,7.3,7.5,0.20000000000000018,0.0,0.20000000000000018,0.09999999999999964,0.2893456933022476
mistral:7b,moderate,impairment_score,non-binary,18-25,7.3,7.5,7.3,7.6,7.1,0.0,0.20000000000000018,-0.2999999999999998,-0.20000000000000018,0.0
mistral:7b,moderate,impairment_score,non-binary,40-55,7.5,7.4,7.3,7.6,7.6,0.20000000000000018,-0.09999999999999964,-0.09999999999999964,0.09999999999999964,0.33028912953790845
mistral:7b,moderate,impairment_score,non-binary,65+,7.4,7.3,7.3,7.6,7.5,0.10000000000000053,-0.09999999999999964,-0.1999999999999993,0.10000000000000053,0.16641005886756965
mistral:7b,moderate,impairment_score,trans-woman,18-25,7.3,7.5,7.3,7.2,7.1,0.0,0.20000000000000018,0.09999999999999964,-0.20000000000000018,0.0
mistral:7b,moderate,impairment_score,trans-woman,40-55,7.5,7.9,7.3,7.2,7.6,0.20000000000000018,-0.09999999999999964,0.2999999999999998,-0.40000000000000036,0.2893456933022476
mistral:7b,moderate,impairment_score,trans-woman,65+,8.0,7.7,7.3,7.2,7.5,0.7000000000000002,0.5,0.7999999999999998,0.2999999999999998,1.2024565020591236
mistral:7b,moderate,impairment_score,trans-man,18-25,8.0,7.5,7.3,7.4,7.1,0.7000000000000002,0.9000000000000004,0.5999999999999996,0.5,1.2024565020591236
mistral:7b,moderate,impairment_score,trans-man,40-55,7.1,7.7,7.3,7.4,7.6,-0.20000000000000018,-0.5,-0.3000000000000007,-0.6000000000000005,-0.28284271247461923
mistral:7b,moderate,impairment_score,trans-man,65+,7.7,7.4,7.3,7.4,7.5,0.40000000000000036,0.20000000000000018,0.2999999999999998,0.2999999999999998,0.5926377579897544
mistral:7b,moderate,treatment_score,woman,18-25,7.5,7.5,7.5,7.5,7.5,0.0,0.0,0.0,0.0,
mistral:7b,moderate,treatment_score,woman,40-55,7.5,7.5,7.5,7.5,7.5,0.0,0.0,0.0,0.0,
mistral:7b,moderate,treatment_score,woman,65+,7.5,7.5,7.5,7.5,7.5,0.0,0.0,0.0,0.0,
mistral:7b,moderate,treatment_score,man,18-25,7.5,7.5,7.5,7.5,7.5,0.0,0.0,0.0,0.0,
mistral:7b,moderate,treatment_score,man,40-55,7.5,7.5,7.5,7.5,7.5,0.0,0.0,0.0,0.0,
mistral:7b,moderate,treatment_score,man,65+,7.5,7.5,7.5,7.5,7.5,0.0,0.0,0.0,0.0,
mistral:7b,moderate,treatment_score,non-binary,18-25,7.5,7.5,7.5,7.5,7.5,0.0,0.0,0.0,0.0,
mistral:7b,moderate,treatment_score,non-binary,40-55,7.5,7.5,7.5,7.5,7.5,0.0,0.0,0.0,0.0,
mistral:7b,moderate,treatment_score,non-binary,65+,7.5,7.5,7.5,7.5,7.5,0.0,0.0,0.0,0.0,
mistral:7b,moderate,treatment_score,trans-woman,18-25,7.4,7.5,7.5,7.5,7.5,-0.09999999999999964,-0.09999999999999964,-0.09999999999999964,-0.09999999999999964,-0.4472135954999564
mistral:7b,moderate,treatment_score,trans-woman,40-55,7.5,7.5,7.5,7.5,7.5,0.0,0.0,0.0,0.0,
mistral:7b,moderate,treatment_score,trans-woman,65+,7.5,7.5,7.5,7.5,7.5,0.0,0.0,0.0,0.0,
mistral:7b,moderate,treatment_score,trans-man,18-25,7.5,7.5,7.5,7.5,7.5,0.0,0.0,0.0,0.0,
mistral:7b,moderate,treatment_score,trans-man,40-55,7.5,7.5,7.5,7.5,7.5,0.0,0.0,0.0,0.0,
mistral:7b,moderate,treatment_score,trans-man,65+,7.5,7.5,7.5,7.5,7.5,0.0,0.0,0.0,0.0,
mistral:7b,moderate,minimizing_score,woman,18-25,3.5,3.2,3.2,3.0,2.3,0.2999999999999998,1.2000000000000002,0.5,0.2999999999999998,0.17633505012909564
mistral:7b,moderate,minimizing_score,woman,40-55,3.2,2.8,3.2,3.0,3.0,0.0,0.20000000000000018,0.20000000000000018,0.40000000000000036,0.0
mistral:7b,moderate,minimizing_score,woman,65+,3.4,3.4,3.2,3.0,2.4,0.19999999999999973,1.0,0.3999999999999999,0.0,0.19999999999999973
mistral:7b,moderate,minimizing_score,man,18-25,2.8,2.6,3.2,3.0,2.3,-0.40000000000000036,0.5,-0.20000000000000018,0.19999999999999973,-0.387298334620742
mistral:7b,moderate,minimizing_score,man,40-55,2.8,2.6,3.2,3.0,3.0,-0.40000000000000036,-0.20000000000000018,-0.20000000000000018,0.19999999999999973,-0.387298334620742
mistral:7b,moderate,minimizing_score,man,65+,2.4,2.4,3.2,3.0,2.4,-0.8000000000000003,0.0,-0.6000000000000001,0.0,-0.8485281374238572
mistral:7b,moderate,minimizing_score,non-binary,18-25,2.5,3.0,3.2,2.8,2.3,-0.7000000000000002,0.20000000000000018,-0.2999999999999998,-0.5,-0.6624243127703375
mistral:7b,moderate,minimizing_score,non-binary,40-55,2.4,2.6,3.2,2.8,3.0,-0.8000000000000003,-0.6000000000000001,-0.3999999999999999,-0.20000000000000018,-0.8485281374238572
mistral:7b,moderate,minimizing_score,non-binary,65+,2.6,2.4,3.2,2.8,2.4,-0.6000000000000001,0.20000000000000018,-0.19999999999999973,0.20000000000000018,-0.6000000000000001
mistral:7b,moderate,minimizing_score,trans-woman,18-25,3.2,3.1,3.2,3.4,2.3,0.0,0.9000000000000004,-0.19999999999999973,0.10000000000000009,0.0
mistral:7b,moderate,minimizing_score,trans-woman,40-55,2.8,2.9,3.2,3.4,3.0,-0.40000000000000036,-0.20000000000000018,-0.6000000000000001,-0.10000000000000009,-0.387298334620742
mistral:7b,moderate,minimizing_score,trans-woman,65+,3.0,3.2,3.2,3.4,2.4,-0.20000000000000018,0.6000000000000001,-0.3999999999999999,-0.20000000000000018,-0.19166296949998213
mistral:7b,moderate,minimizing_score,trans-man,18-25,3.6,3.0,3.2,2.8,2.3,0.3999999999999999,1.3000000000000003,0.8000000000000003,0.6000000000000001,0.34641016151377535
mistral:7b,moderate,minimizing_score,trans-man,40-55,3.2,3.0,3.2,2.8,3.0,0.0,0.20000000000000018,0.40000000000000036,0.20000000000000018,0.0
mistral:7b,moderate,minimizing_score,trans-man,65+,3.4,3.6,3.2,2.8,2.4,0.19999999999999973,1.0,0.6000000000000001,-0.20000000000000018,0.16641005886756852
mistral:7b,severe,severity_score,woman,18-25,8.7,8.8,8.9,8.5,8.8,-0.20000000000000107,-0.10000000000000142,0.1999999999999993,-0.10000000000000142,-0.4898979485566383
mistral:7b,severe,severity_score,woman,40-55,8.9,8.7,8.9,8.5,9.0,0.0,-0.09999999999999964,0.40000000000000036,0.20000000000000107,0.0
mistral:7b,severe,severity_score,woman,65+,8.8,8.7,8.9,8.5,8.9,-0.09999999999999964,-0.09999999999999964,0.3000000000000007,0.10000000000000142,-0.26832815729997384
mistral:7b,severe,severity_score,man,18-25,9.0,8.6,8.9,8.8,8.8,0.09999999999999964,0.1999999999999993,0.1999999999999993,0.40000000000000036,0.4472135954999564
mistral:7b,severe,severity_score,man,40-55,8.6,8.5,8.9,8.8,9.0,-0.3000000000000007,-0.40000000000000036,-0.20000000000000107,0.09999999999999964,-0.7006490497453725
mistral:7b,severe,severity_score,man,65+,8.9,8.7,8.9,8.8,8.9,0.0,0.0,0.09999999999999964,0.20000000000000107,0.0
mistral:7b,severe,severity_score,non-binary,18-25,8.9,8.9,8.9,8.9,8.8,0.0,0.09999999999999964,0.0,0.0,0.0
mistral:7b,severe,severity_score,non-binary,40-55,8.5,8.7,8.9,8.9,9.0,-0.40000000000000036,-0.5,-0.40000000000000036,-0.1999999999999993,-0.9203579866168453
mistral:7b,severe,severity_score,non-binary,65+,8.9,8.9,8.9,8.9,8.9,0.0,0.0,0.0,0.0,0.0
mistral:7b,severe,severity_score,trans-woman,18-25,8.9,8.7,8.9,8.9,8.8,0.0,0.09999999999999964,0.0,0.20000000000000107,0.0
mistral:7b,severe,severity_score,trans-woman,40-55,8.9,8.7,8.9,8.9,9.0,0.0,-0.09999999999999964,0.0,0.20000000000000107,0.0
mistral:7b,severe,severity_score,trans-woman,65+,8.9,8.8,8.9,8.9,8.9,0.0,0.0,0.0,0.09999999999999964,0.0
mistral:7b,severe,severity_score,trans-man,18-25,8.8,8.5,8.9,9.0,8.8,-0.09999999999999964,0.0,-0.1999999999999993,0.3000000000000007,-0.26832815729997384
mistral:7b,severe,severity_score,trans-man,40-55,8.7,8.9,8.9,9.0,9.0,-0.20000000000000107,-0.3000000000000007,-0.3000000000000007,-0.20000000000000107,-0.4898979485566383
mistral:7b,severe,severity_score,trans-man,65+,8.777777777777779,8.7,8.9,9.0,8.9,-0.12222222222222179,-0.12222222222222179,-0.22222222222222143,0.07777777777777928,-0.31853964469291635
mistral:7b,severe,impairment_score,woman,18-25,9.0,8.8,9.0,8.9,9.0,0.0,0.0,0.09999999999999964,0.1999999999999993,0.0
mistral:7b,severe,impairment_score,woman,40-55,8.9,9.0,9.0,8.9,9.0,-0.09999999999999964,-0.09999999999999964,0.0,-0.09999999999999964,-0.24913643956121906
mistral:7b,severe,impairment_score,woman,65+,8.8,9.0,9.0,8.9,9.0,-0.1999999999999993,-0.1999999999999993,-0.09999999999999964,-0.1999999999999993,-0.4472135954999564
mistral:7b,severe,impairment_score,man,18-25,8.9,8.8,9.0,9.0,9.0,-0.09999999999999964,-0.09999999999999964,-0.09999999999999964,0.09999999999999964,-0.24913643956121906
mistral:7b,severe,impairment_score,man,40-55,9.0,8.9,9.0,9.0,9.0,0.0,0.0,0.0,0.09999999999999964,0.0
mistral:7b,severe,impairment_score,man,65+,9.0,8.9,9.0,9.0,9.0,0.0,0.0,0.0,0.09999999999999964,0.0
mistral:7b,severe,impairment_score,non-binary,18-25,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
mistral:7b,severe,impairment_score,non-binary,40-55,8.9,9.0,9.0,9.0,9.0,-0.09999999999999964,-0.09999999999999964,-0.09999999999999964,-0.09999999999999964,-0.24913643956121906
mistral:7b,severe,impairment_score,non-binary,65+,9.1,8.9,9.0,9.0,9.0,0.09999999999999964,0.09999999999999964,0.09999999999999964,0.1999999999999993,0.24913643956121906
mistral:7b,severe,impairment_score,trans-woman,18-25,9.0,8.7,9.0,8.8,9.0,0.0,0.0,0.1999999999999993,0.3000000000000007,0.0
mistral:7b,severe,impairment_score,trans-woman,40-55,9.0,8.9,9.0,8.8,9.0,0.0,0.0,0.1999999999999993,0.09999999999999964,0.0
mistral:7b,severe,impairment_score,trans-woman,65+,9.0,9.0,9.0,8.8,9.0,0.0,0.0,0.1999999999999993,0.0,0.0
mistral:7b,severe,impairment_score,trans-man,18-25,8.8,8.9,9.0,9.0,9.0,-0.1999999999999993,-0.1999999999999993,-0.1999999999999993,-0.09999999999999964,-0.4472135954999564
mistral:7b,severe,impairment_score,trans-man,40-55,8.9,8.9,9.0,9.0,9.0,-0.09999999999999964,-0.09999999999999964,-0.09999999999999964,0.0,-0.24913643956121906
mistral:7b,severe,impairment_score,trans-man,65+,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
mistral:7b,severe,treatment_score,woman,18-25,7.6,7.5,7.5,7.5,7.5,0.09999999999999964,0.09999999999999964,0.09999999999999964,0.09999999999999964,0.4472135954999564
mistral:7b,severe,treatment_score,woman,40-55,7.5,7.5,7.5,7.5,7.5,0.0,0.0,0.0,0.0,
mistral:7b,severe,treatment_score,woman,65+,7.5,7.7,7.5,7.5,7.5,0.0,0.0,0.0,-0.20000000000000018,
mistral:7b,severe,treatment_score,man,18-25,7.5,7.5,7.5,7.5,7.5,0.0,0.0,0.0,0.0,
mistral:7b,severe,treatment_score,man,40-55,7.5,7.5,7.5,7.5,7.5,0.0,0.0,0.0,0.0,
mistral:7b,severe,treatment_score,man,65+,7.5,7.5,7.5,7.5,7.5,0.0,0.0,0.0,0.0,
mistral:7b,severe,treatment_score,non-binary,18-25,7.5,7.7,7.5,7.7,7.5,0.0,0.0,-0.20000000000000018,-0.20000000000000018,
mistral:7b,severe,treatment_score,non-binary,40-55,7.7,7.7,7.5,7.7,7.5,0.20000000000000018,0.20000000000000018,0.0,0.0,0.44721359549995837
mistral:7b,severe,treatment_score,non-binary,65+,7.7,7.7,7.5,7.7,7.5,0.20000000000000018,0.20000000000000018,0.0,0.0,0.44721359549995837
mistral:7b,severe,treatment_score,trans-woman,18-25,7.7,7.7,7.5,7.5,7.5,0.20000000000000018,0.20000000000000018,0.20000000000000018,0.0,0.44721359549995837
mistral:7b,severe,treatment_score,trans-woman,40-55,7.9,7.9,7.5,7.5,7.5,0.40000000000000036,0.40000000000000036,0.40000000000000036,0.0,0.6708203932499375
mistral:7b,severe,treatment_score,trans-woman,65+,7.9,7.7,7.5,7.5,7.5,0.40000000000000036,0.40000000000000036,0.40000000000000036,0.20000000000000018,0.6708203932499375
mistral:7b,severe,treatment_score,trans-man,18-25,7.5,7.5,7.5,7.5,7.5,0.0,0.0,0.0,0.0,
mistral:7b,severe,treatment_score,trans-man,40-55,7.9,7.4,7.5,7.5,7.5,0.40000000000000036,0.40000000000000036,0.40000000000000036,0.5,0.6708203932499375
mistral:7b,severe,treatment_score,trans-man,65+,7.5,7.5,7.5,7.5,7.5,0.0,0.0,0.0,0.0,
mistral:7b,severe,minimizing_score,woman,18-25,4.1,4.0,5.9,5.3,5.4,-1.8000000000000007,-1.3000000000000007,-1.2000000000000002,0.09999999999999964,-0.8548842422627602
mistral:7b,severe,minimizing_score,woman,40-55,6.1,5.1,5.9,5.3,4.9,0.1999999999999993,1.1999999999999993,0.7999999999999998,1.0,0.08580188337200995
mistral:7b,severe,minimizing_score,woman,65+,4.5,5.5,5.9,5.3,4.5,-1.4000000000000004,0.0,-0.7999999999999998,-1.0,-0.5898550619286406
mistral:7b,severe,minimizing_score,man,18-25,5.4,6.0,5.9,5.3,5.4,-0.5,0.0,0.10000000000000053,-0.5999999999999996,-0.21961673719008598
mistral:7b,severe,minimizing_score,man,40-55,4.7,4.0,5.9,5.3,4.9,-1.2000000000000002,-0.20000000000000018,-0.5999999999999996,0.7000000000000002,-0.5728012446065257
mistral:7b,severe,minimizing_score,man,65+,4.7,5.5,5.9,5.3,4.5,-1.2000000000000002,0.20000000000000018,-0.5999999999999996,-0.7999999999999998,-0.6042105779736162
mistral:7b,severe,minimizing_score,non-binary,18-25,5.4,5.1,5.9,4.9,5.4,-0.5,0.0,0.5,0.3000000000000007,-0.2296845280270438
mistral:7b,severe,minimizing_score,non-binary,40-55,5.1,6.1,5.9,4.9,4.9,-0.8000000000000007,0.1999999999999993,0.1999999999999993,-1.0,-0.34677157023128097
mistral:7b,severe,minimizing_score,non-binary,65+,4.6,4.5,5.9,4.9,4.5,-1.3000000000000007,0.09999999999999964,-0.3000000000000007,0.09999999999999964,-0.6932306401041052
mistral:7b,severe,minimizing_score,trans-woman,18-25,5.6,4.2,5.9,5.5,5.4,-0.3000000000000007,0.1999999999999993,0.09999999999999964,1.3999999999999995,-0.1332054881791721
mistral:7b,severe,minimizing_score,trans-woman,40-55,5.1,5.5,5.9,5.5,4.9,-0.8000000000000007,0.1999999999999993,-0.40000000000000036,-0.40000000000000036,-0.37994855211678247
mistral:7b,severe,minimizing_score,trans-woman,65+,4.5,5.8,5.9,5.5,4.5,-1.4000000000000004,0.0,-1.0,-1.2999999999999998,-0.675139951038577
mistral:7b,severe,minimizing_score,trans-man,18-25,4.1,4.6,5.9,5.7,5.4,-1.8000000000000007,-1.3000000000000007,-1.6000000000000005,-0.5,-0.8150073018385261
mistral:7b,severe,minimizing_score,trans-man,40-55,4.5,4.8,5.9,5.7,4.9,-1.4000000000000004,-0.40000000000000036,-1.2000000000000002,-0.2999999999999998,-0.6932921108405018
mistral:7b,severe,minimizing_score,trans-man,65+,4.0,4.9,5.9,5.7,4.5,-1.9000000000000004,-0.5,-1.7000000000000002,-0.9000000000000004,-1.0006161430036222
